"#","Title","Views","Likes","Dislikes","Comments","Reputation","Rep_v2","Rep_live","Custom","Action"
"902","THE BICYCLE OF SPRINGS","1,933,181","89,981","2,272","5,398","1,891","284","11,317","No","Delete"
"903","THE BICYCLE OF SPRINGS","4,530,927","142,877","7,314","8,390","2,598","379","17,089","No","Delete"
"904","THE BICYCLE OF SPRINGS","6,070,853","163,343","10,562","9,224","2,830","410","19,153","No","Delete"
"905","THE BICYCLE OF SPRINGS","1,589,565","79,987","1,749","4,894","1,742","264","10,199","No","Delete"
"906","THE BICYCLE OF SPRINGS","3,556,497","125,231","5,077","7,515","2,382","349","15,235","No","Delete"
"907","Kesha - Hymn (Official Video)","1,373,845","74,359","2,005","4,290","1,638","251","9,497","No","Delete"
"908","Kesha - Hymn (Official Video)","1,061,171","68,701","1,742","4,109","1,552","240","8,879","No","Delete"
"909","Kesha - Hymn (Official Video)","1,330,965","73,503","1,969","4,273","1,625","249","9,409","No","Delete"
"910","Kesha - Hymn (Official Video)","943,946","65,623","1,586","3,955","1,503","233","8,513","No","Delete"
"911","Kesha - Hymn (Official Video)","1,314,001","73,146","1,957","4,256","1,619","249","9,368","No","Delete"
"912","Kesha - Hymn (Official Video)","841,636","62,536","1,433","3,773","1,453","226","8,130","No","Delete"
"913","Kesha - Hymn (Official Video)","1,242,327","71,845","1,910","4,239","1,601","246","9,239","No","Delete"
"914","Kesha - Hymn (Official Video)","1,445,729","75,567","2,053","4,308","1,655","254","9,618","No","Delete"
"915","Kesha - Hymn (Official Video)","692,775","57,893","1,169","3,511","1,377","215","7,545","No","Delete"
"916","Kesha - Hymn (Official Video)","1,190,673","70,980","1,882","4,211","1,587","244","9,146","No","Delete"
"917","Kesha - Hymn (Official Video)","1,411,419","75,015","2,030","4,303","1,647","252","9,564","No","Delete"
"918","Kesha - Hymn (Official Video)","473,734","49,622","745","3,002","1,234","195","6,460","No","Delete"
"919","Kesha - Hymn (Official Video)","1,125,867","69,924","1,812","4,172","1,571","242","9,025","No","Delete"
"920","Clean Bandit - Solo feat. Demi Lovato [Official Video]","17,272,904","406,154","9,187","12,658","5,452","707","34,733","No","Delete"
"921","Clean Bandit - Solo feat. Demi Lovato [Official Video]","1,112,092","101,802","1,373","5,114","2,057","303","12,076","No","Delete"
"922","Clean Bandit - Solo feat. Demi Lovato [Official Video]","7,506,219","263,630","5,315","9,276","4,009","542","25,224","No","Delete"
"923","Clean Bandit - Solo feat. Demi Lovato [Official Video]","15,362,601","381,951","8,481","12,219","5,221","681","33,232","No","Delete"
"924","Clean Bandit - Solo feat. Demi Lovato [Official Video]","5,793,460","229,850","4,564","8,481","3,637","498","22,777","No","Delete"
"925","Clean Bandit - Solo feat. Demi Lovato [Official Video]","14,773,452","374,443","8,268","11,999","5,147","673","32,739","No","Delete"
"926","Clean Bandit - Solo feat. Demi Lovato [Official Video]","4,703,085","207,314","3,996","7,906","3,381","467","21,063","No","Delete"
"927","Clean Bandit - Solo feat. Demi Lovato [Official Video]","11,737,620","330,463","7,090","10,837","4,706","623","29,829","No","Delete"
"928","Clean Bandit - Solo feat. Demi Lovato [Official Video]","21,250,349","454,441","10,532","13,881","5,909","759","37,730","No","Delete"
"929","Clean Bandit - Solo feat. Demi Lovato [Official Video]","3,731,285","184,478","3,434","7,250","3,112","435","19,247","No","Delete"
"930","Clean Bandit - Solo feat. Demi Lovato [Official Video]","10,242,176","306,794","6,492","10,135","4,460","594","28,197","No","Delete"
"931","Clean Bandit - Solo feat. Demi Lovato [Official Video]","19,218,813","429,807","9,873","13,278","5,678","733","36,222","No","Delete"
"932","Clean Bandit - Solo feat. Demi Lovato [Official Video]","2,255,201","146,967","2,441","6,291","2,654","379","16,139","No","Delete"
"933","Clean Bandit - Solo feat. Demi Lovato [Official Video]","8,734,601","283,391","5,826","9,615","4,217","566","26,584","No","Delete"
"934","Keith Urban - Coming Home ft. Julia Michaels","1,493,863","14,618","904","382","463","86","1,489","No","Delete"
"935","Keith Urban - Coming Home ft. Julia Michaels","674,410","9,654","556","328","347","67","884","No","Delete"
"936","Keith Urban - Coming Home ft. Julia Michaels","1,288,220","13,532","822","387","440","82","1,361","No","Delete"
"937","Keith Urban - Coming Home ft. Julia Michaels","544,643","8,230","468","329","312","61","729","No","Delete"
"938","Keith Urban - Coming Home ft. Julia Michaels","1,203,673","13,059","789","388","430","81","1,305","No","Delete"
"939","Keith Urban - Coming Home ft. Julia Michaels","421,694","6,894","365","271","275","55","561","No","Delete"
"940","Keith Urban - Coming Home ft. Julia Michaels","981,626","11,715","702","370","398","76","1,140","No","Delete"
"941","Keith Urban - Coming Home ft. Julia Michaels","1,883,291","16,532","1,084","401","504","93","1,735","No","Delete"
"942","Keith Urban - Coming Home ft. Julia Michaels","275,628","5,273","217","213","228","46","374","No","Delete"
"943","Keith Urban - Coming Home ft. Julia Michaels","878,149","11,039","644","346","381","73","1,049","No","Delete"
"944","Keith Urban - Coming Home ft. Julia Michaels","1,691,068","15,596","998","401","485","90","1,619","No","Delete"
"945","Keith Urban - Coming Home ft. Julia Michaels","769,509","10,374","600","339","365","70","970","No","Delete"
"946","Maroon 5 - Girls Like You ft. Cardi B","8,713,137","740,543","9,906","54,023","9,055","1,090","59,832","No","Delete"
"947","Maroon 5 - Girls Like You ft. Cardi B","47,778,378","2,178,332","36,133","128,810","19,467","2,114","125,525","No","Delete"
"948","Maroon 5 - Girls Like You ft. Cardi B","3,057,987","406,604","4,520","31,301","5,888","751","38,853","No","Delete"
"949","Maroon 5 - Girls Like You ft. Cardi B","38,912,181","1,958,581","31,829","118,566","18,054","1,980","116,775","No","Delete"
"950","Maroon 5 - Girls Like You ft. Cardi B","32,513,514","1,780,856","27,830","109,533","16,875","1,867","109,345","No","Delete"
"951","Maroon 5 - Girls Like You ft. Cardi B","66,529,577","2,488,565","43,464","142,410","21,381","2,293","137,398","No","Delete"
"952","Maroon 5 - Girls Like You ft. Cardi B","25,497,666","1,547,821","23,176","98,455","15,286","1,714","99,415","No","Delete"
"953","Maroon 5 - Girls Like You ft. Cardi B","60,121,378","2,392,245","40,929","138,611","20,801","2,239","133,806","No","Delete"
"954","Maroon 5 - Girls Like You ft. Cardi B","17,301,320","1,207,659","17,463","80,347","12,812","1,471","83,836","No","Delete"
"955","Maroon 5 - Girls Like You ft. Cardi B","53,406,181","2,280,497","38,247","133,627","20,111","2,174","129,518","No","Delete"
"956","France's Migrant Hero - Between the Scenes | The Daily Show","579,495","16,461","694","855","534","96","1,901","No","Delete"
"957","France's Migrant Hero - Between the Scenes | The Daily Show","556,329","16,129","685","845","526","95","1,858","No","Delete"
"958","France's Migrant Hero - Between the Scenes | The Daily Show","576,608","16,417","694","853","533","96","1,896","No","Delete"
"959","France's Migrant Hero - Between the Scenes | The Daily Show","542,894","15,949","668","838","522","95","1,832","No","Delete"
"960","France's Migrant Hero - Between the Scenes | The Daily Show","575,277","16,403","694","852","532","96","1,893","No","Delete"
"961","France's Migrant Hero - Between the Scenes | The Daily Show","523,234","15,657","602","811","516","93","1,776","No","Delete"
"962","France's Migrant Hero - Between the Scenes | The Daily Show","569,450","16,328","692","852","531","96","1,885","No","Delete"
"963","France's Migrant Hero - Between the Scenes | The Daily Show","491,982","15,149","493","799","506","92","1,698","No","Delete"
"964","France's Migrant Hero - Between the Scenes | The Daily Show","566,000","16,277","689","848","529","96","1,877","No","Delete"
"965","France's Migrant Hero - Between the Scenes | The Daily Show","582,693","16,511","695","859","535","97","1,909","No","Delete"
"966","France's Migrant Hero - Between the Scenes | The Daily Show","440,678","14,185","310","718","485","88","1,524","No","Delete"
"967","France's Migrant Hero - Between the Scenes | The Daily Show","561,365","16,202","688","847","528","95","1,868","No","Delete"
"968","WE TRIED TO MAKE TASTY'S GIANT MACARON (VERSUS)","322,761","8,955","397","1,472","398","75","1,342","No","Delete"
"969","WE TRIED TO MAKE TASTY'S GIANT MACARON (VERSUS)","224,124","7,770","275","1,260","360","68","1,093","No","Delete"
"970","WE TRIED TO MAKE TASTY'S GIANT MACARON (VERSUS)","449,100","10,629","589","1,794","451","83","1,716","No","Delete"
"971","WE TRIED TO MAKE TASTY'S GIANT MACARON (VERSUS)","395,072","9,965","530","1,668","430","80","1,570","No","Delete"
"972","There's Always a Bully","721,821","41,464","828","8,300","1,291","204","7,999","No","Delete"
"973","There's Always a Bully","522,078","34,548","561","7,011","1,136","182","6,738","No","Delete"
"974","There's Always a Bully","712,526","41,090","820","8,222","1,283","202","7,929","No","Delete"
"975","There's Always a Bully","381,081","30,863","419","6,303","1,050","170","6,034","No","Delete"
"976","There's Always a Bully","693,867","40,356","804","8,055","1,265","200","7,787","No","Delete"
"977","There's Always a Bully","676,208","39,771","782","7,902","1,251","198","7,663","No","Delete"
"978","There's Always a Bully","647,902","38,790","739","7,748","1,230","195","7,497","No","Delete"
"979","There's Always a Bully","603,126","37,343","682","7,504","1,199","191","7,244","No","Delete"
"980","Artist Vs. Designer: DIY Prom Dress","763,966","20,589","440","670","619","108","2,229","No","Delete"
"981","Artist Vs. Designer: DIY Prom Dress","807,143","21,551","456","691","640","111","2,349","No","Delete"
"982","Artist Vs. Designer: DIY Prom Dress","753,353","20,393","436","649","614","108","2,196","No","Delete"
"983","Artist Vs. Designer: DIY Prom Dress","799,475","21,370","456","691","636","111","2,329","No","Delete"
"984","Artist Vs. Designer: DIY Prom Dress","734,833","19,976","426","643","605","106","2,145","No","Delete"
"985","Artist Vs. Designer: DIY Prom Dress","795,321","21,274","454","682","634","111","2,313","No","Delete"
"986","Artist Vs. Designer: DIY Prom Dress","712,778","19,558","419","629","596","105","2,090","No","Delete"
"987","Artist Vs. Designer: DIY Prom Dress","781,140","20,957","447","671","627","109","2,272","No","Delete"
"988","Artist Vs. Designer: DIY Prom Dress","820,885","21,819","463","700","646","112","2,385","No","Delete"
"989","Artist Vs. Designer: DIY Prom Dress","683,828","19,030","400","614","585","103","2,021","No","Delete"
"990","Artist Vs. Designer: DIY Prom Dress","773,032","20,796","443","671","624","109","2,253","No","Delete"
"991","Artist Vs. Designer: DIY Prom Dress","814,372","21,699","461","699","643","112","2,370","No","Delete"
"992","Artist Vs. Designer: DIY Prom Dress","646,659","18,353","340","598","571","101","1,929","No","Delete"
"993","Which is Worse For You: Sugar or Fat?","423,307","13,792","1,146","2,822","561","102","2,677","No","Delete"
"994","Blind Girl Describes My Face to a Police Sketch Artist!","8,036,027","357,511","6,543","24,552","5,270","685","34,802","No","Delete"
"995","Blind Girl Describes My Face to a Police Sketch Artist!","2,476,738","172,339","1,733","12,314","3,124","434","19,804","No","Delete"
"996","Which is Worse For You: Sugar or Fat?","439,441","14,269","1,184","2,874","573","104","2,762","No","Delete"
"997","Blind Girl Describes My Face to a Police Sketch Artist!","6,894,931","324,525","5,560","22,060","4,910","644","32,263","No","Delete"
"998","Which is Worse For You: Sugar or Fat?","419,705","13,704","1,139","2,833","560","102","2,671","No","Delete"
"999","Blind Girl Describes My Face to a Police Sketch Artist!","7,901,227","353,323","6,444","24,345","5,227","680","34,513","No","Delete"
"1000","Which is Worse For You: Sugar or Fat?","436,534","14,186","1,177","2,864","571","103","2,746","No","Delete"
